"U_ID","Transcription","Backchannel","Pair","Interlocutor","Task"
"1_Spontaneous","hvis jeg har haft xx en dag hvor jeg kom hjem hvor jeg har haft en rigtig rigtig lang dag jeg havde det ikke så godt","0","1","1_A","Spontaneous"
"1_Spontaneous","mm","1","1","1_B","Spontaneous"
"1_Spontaneous","og så øh haha min far han er meget sådan rengørings","0","1","1_A","Spontaneous"
"1_Spontaneous","ja","1","1","1_B","Spontaneous"
"1_Spontaneous","det går han meget op i","0","1","1_A","Spontaneous"
"1_Spontaneous","freak","0","1","1_B","Spontaneous"
"1_Spontaneous","ja","0","1","1_A","Spontaneous"
"1_Spontaneous","og så øh det første han fortæller mig det er jeg skal gøre hele huset rent hvor jeg allermest bare har lyst til at lægge mig ind i min seng fordi jeg ikke har det godt","0","1","1_A","Spontaneous"
"1_Spontaneous","mm","1","1","1_B","Spontaneous"
"1_Spontaneous","og så da kommer den der","0","1","1_A","Spontaneous"
"1_Spontaneous","ja haha","1","1","1_B","Spontaneous"
"1_Spontaneous","og det har den bare gjort xxx","0","1","1_A","Spontaneous"
"1_Spontaneous","i mange dage haha/host og så blev jeg bare så sur og rendte ned til mig selv smækkede med døren og så der blev han også rimelig sur på mig fordi at xxx må ikke smække med dørene da","0","1","1_A","Spontaneous"
"1_Spontaneous","ja","1","1","1_B","Spontaneous"
"1_Spontaneous","haha","1","1","1_B","Spontaneous"
"1_Spontaneous","xxx det nemlig det","1","1","1_B","Spontaneous"
"1_Spontaneous","nej","0","1","1_A","Spontaneous"
"1_Spontaneous","ja","1","1","1_A","Spontaneous"
"1_Spontaneous","nej xxx det rigtig","1","1","1_B","Spontaneous"
"1_Spontaneous","mm anbefal to tv-serier som I tror den anden vil synes om","0","1","1_B","Spontaneous"
"1_Spontaneous","øh Pretty Little Liars vil jeg anbefale til dig jeg ved ikke har du set den?","0","1","1_B","Spontaneous"
"1_Spontaneous","ja den haha har jeg set","0","1","1_A","Spontaneous"
"1_Spontaneous","øh ja den tænkte jeg var dig øh ellers","0","1","1_B","Spontaneous"
"1_Spontaneous","Riverdale","0","1","1_A","Spontaneous"
"1_Spontaneous","ja den har jeg faktisk ikke set den endnu","0","1","1_B","Spontaneous"
"1_Spontaneous","den er god","0","1","1_A","Spontaneous"
"1_Spontaneous","jeg vil gerne se den jeg vil faktisk virkelig gerne se den den tror jeg er mig","0","1","1_B","Spontaneous"
"1_Spontaneous","ja haha den xxx god","0","1","1_A","Spontaneous"
"1_Spontaneous","øh","0","1","1_B","Spontaneous"
"1_Spontaneous","har du set Gossip Girl?","0","1","1_B","Spontaneous"
"1_Spontaneous","nej","0","1","1_A","Spontaneous"
"1_Spontaneous","den vil også være god","0","1","1_B","Spontaneous"
"1_Spontaneous","den er god","1","1","1_A","Spontaneous"
"1_Spontaneous","den er sjov","0","1","1_B","Spontaneous"
"1_Spontaneous","den er vildt sjov ja den kan xxx godt lide","0","1","1_B","Spontaneous"
"1_Spontaneous","ja","1","1","1_A","Spontaneous"
"1_Spontaneous","du har vel set Venner har du ikke?","0","1","1_A","Spontaneous"
"1_Spontaneous","jo","0","1","1_B","Spontaneous"
"1_Spontaneous","xxx sådan gange ti","0","1","1_B","Spontaneous"
"1_Spontaneous","jo","1","1","1_A","Spontaneous"
"1_Spontaneous","gange ti ellers så","1","1","1_A","Spontaneous"
"1_Spontaneous","haha","1","1","1_B","Spontaneous"
"1_Spontaneous","Modern Family den skal du se","0","1","1_B","Spontaneous"
"1_Spontaneous","haha ja xxx","0","1","1_A","Spontaneous"
"1_Spontaneous","den skal du se","0","1","1_B","Spontaneous"
"1_Spontaneous","(hoster)","0","1","1_A","Spontaneous"
"1_Spontaneous","det bliver du nødt til den er fucking sjov uh","0","1","1_B","Spontaneous"
"1_Spontaneous","ja","1","1","1_A","Spontaneous"
"1_Spontaneous","Modern Family det må jeg i gang med men","0","1","1_A","Spontaneous"
"1_Spontaneous","ja så tager jeg Riverdale så tager du Modern Family","0","1","1_B","Spontaneous"
"1_Spontaneous","ja","1","1","1_A","Spontaneous"
"1_Spontaneous","men jeg skal lige se der der må være en mere har du set øh den der med de der aliens der render rundt? haha","0","1","1_A","Spontaneous"
"1_Spontaneous","xxx/haha","0","1","1_A","Spontaneous"
"1_Spontaneous","nej","0","1","1_B","Spontaneous"
"1_Spontaneous","de bliver alle sammen syge","0","1","1_A","Spontaneous"
"1_Spontaneous","øh","0","1","1_A","Spontaneous"
"1_Spontaneous","jeg har godt hørt om et eller anden et eller andet jeg tror det er dig der har sagt det før","0","1","1_B","Spontaneous"
"1_Spontaneous","xxx Netflix","0","1","1_A","Spontaneous"
"1_Spontaneous","måske","0","1","1_B","Spontaneous"
"1_Spontaneous","den skal du se","0","1","1_A","Spontaneous"
"1_Spontaneous","ja","0","1","1_B","Spontaneous"
"1_Spontaneous","xxx så vi finder ud af xxx","0","1","1_B","Spontaneous"
"1_Spontaneous","den er vanvittig ja","0","1","1_A","Spontaneous"
"1_Spontaneous","haha","1","1","1_B","Spontaneous"
"1_Spontaneous","ja","1","1","1_A","Spontaneous"
"1_Spontaneous","fortæl hinanden om den værste oplevelse I har haft med en chef","0","1","1_A","Spontaneous"
"1_Spontaneous","var det to gange?","0","1","1_B","Spontaneous"
"1_Spontaneous","med en chef?","0","1","1_B","Spontaneous"
"1_Spontaneous","mm","0","1","1_A","Spontaneous"
"1_Spontaneous","øhm jeg havde jeg var kort tid på sådan et pakke medicinpakningslager","0","1","1_B","Spontaneous"
"1_Spontaneous","mm","1","1","1_A","Spontaneous"
"1_Spontaneous","hvor chefen de var meget sådan det var tal og produktion så man var ligeglad med os vi skulle bare lave det og vi skulle gøre det hurtigst muligt","0","1","1_B","Spontaneous"
"1_Spontaneous","mm","1","1","1_A","Spontaneous"
"1_Spontaneous","mm","1","1","1_A","Spontaneous"
"1_Spontaneous","så kan jeg huske jeg kom hen med en seddel hvor der stod hvor mange kasser jeg fik sendt af sted med medicin i","0","1","1_B","Spontaneous"
"1_Spontaneous","mm","1","1","1_A","Spontaneous"
"1_Spontaneous","og hvor meget der var fejl i og så videre og så videre sådan en liste hvor hun så sagde den skulle jeg læse igennem og så skulle jeg lige tage mig sammen","0","1","1_B","Spontaneous"
"1_Spontaneous","okay","1","1","1_A","Spontaneous"
"1_Spontaneous","fordi det var ikke godt nok","0","1","1_B","Spontaneous"
"1_Spontaneous","(hoster) av haha","1","1","1_A","Spontaneous"
"1_Spontaneous","ja den var sådan den sved lidt men hun sagde det på sådan en ordentlig måde så man står bare sådan","0","1","1_B","Spontaneous"
"1_Spontaneous","ja","1","1","1_A","Spontaneous"
"1_Spontaneous","og så begynder tårerne bare haha","0","1","1_B","Spontaneous"
"1_Spontaneous","haha","1","1","1_A","Spontaneous"
"1_Spontaneous","ja","1","1","1_A","Spontaneous"
"1_Spontaneous","ja det nok det værste jeg har haft gode chefer ellers","0","1","1_B","Spontaneous"
"1_Spontaneous","øh det værste jeg har prøvet med en chef det var at øh","0","1","1_A","Spontaneous"
"1_Spontaneous","stå i en virksomhed stor virksomhed og øh være til julefrokost og så øh","0","1","1_A","Spontaneous"
"1_Spontaneous","begynder min chef at snakke dårligt om en af sine egne kollegaer","0","1","1_A","Spontaneous"
"1_Spontaneous","åh","1","1","1_B","Spontaneous"
"1_Spontaneous","i sin egen afdeling haha og der er man sådan lidt det var meget meget ubehageligt så der blev jeg simpelthen bare nødt til at gå fordi det var simpelthen så ubehageligt","0","1","1_A","Spontaneous"
"1_Spontaneous","ja det gider xxx","1","1","1_B","Spontaneous"
"1_Spontaneous","fordi at man tænker lidt hvad så når jeg er væk er det så også mig du snakker sådan om?","0","1","1_A","Spontaneous"
"1_Spontaneous","ja præcis","1","1","1_B","Spontaneous"
"1_Spontaneous","øh det var virkelig ja det var ikke rart","0","1","1_A","Spontaneous"
"1_Spontaneous","nej det kan jeg godt forstå","0","1","1_B","Spontaneous"
"1_Spontaneous","diskuter og bliv enige om to forskellige superkræfter I kunne tænke jer at have","0","1","1_A","Spontaneous"
"1_Spontaneous","haha øh usynlighedskappen fra Harry Potter vil jeg gerne have xxx fordi nogen gange xxx så xxx","0","1","1_B","Spontaneous"
"1_Spontaneous","mm","1","1","1_B","Spontaneous"
"1_Spontaneous","ja det jeg gad godt at kunne øh være supermand og flyve lidt rundt","0","1","1_A","Spontaneous"
"1_Spontaneous","haha","1","1","1_B","Spontaneous"
"1_Spontaneous","nå<U+2197> ja det kunne også være godt","0","1","1_B","Spontaneous"
"1_Spontaneous","sådan","0","1","1_A","Spontaneous"
"1_Spontaneous","hvad er der mere at vælge xxx?","0","1","1_B","Spontaneous"
"1_Spontaneous","så jeg ikke skulle tage en cykel i snevejr som i dag","0","1","1_A","Spontaneous"
"1_Spontaneous","haha rigtigt","1","1","1_B","Spontaneous"
"1_Spontaneous","ej","0","1","1_A","Spontaneous"
"1_Spontaneous","øh","0","1","1_B","Spontaneous"
"1_Spontaneous","ja flyve den xxx faktisk være god men så flyver du jo op i sådan xxx","0","1","1_B","Spontaneous"
"1_Spontaneous","ja men det rigtigt så skulle man men usynlighedskappen er også god fordi så kan du bare være der hvor du ikke må være haha uden at der er nogen der ved det","0","1","1_A","Spontaneous"
"1_Spontaneous","ja nemlig","1","1","1_B","Spontaneous"
"1_Spontaneous","men skal vi ikke bare sige det xxx de to vi gerne vil være eller har du andre?","0","1","1_B","Spontaneous"
"1_Spontaneous","næh jeg tror ikke","0","1","1_A","Spontaneous"
"1_Spontaneous","okay","0","1","1_B","Spontaneous"
"1_Spontaneous","fortæl noget I er rigtig dårlige til","0","1","1_B","Spontaneous"
"1_Spontaneous","øh xxx eller sådan rigtig dårlige til","0","1","1_B","Spontaneous"
"1_Spontaneous","haha jeg er haha (hoster) jeg er dår jeg har dårlig tålmodighed (rømmer sig) nogle gange","0","1","1_A","Spontaneous"
"1_Spontaneous","xxx","0","1","1_B","Spontaneous"
"1_Spontaneous","jeg vil gerne have at tingene går lidt stærkt tit og nogle gange går det lidt for stærkt haha","0","1","1_A","Spontaneous"
"1_Spontaneous","mm","0","1","1_B","Spontaneous"
"1_Spontaneous","øh især med madlavning der har jeg xxx jo nej der har jeg sådan nogenlunde det mere sådan hvis nu der skal sammensættes et eller andet","0","1","1_A","Spontaneous"
"1_Spontaneous","ja det skal gå lidt (klapper i hænderne)","0","1","1_B","Spontaneous"
"1_Spontaneous","så har jeg","0","1","1_A","Spontaneous"
"1_Spontaneous","det så xxx kom","0","1","1_A","Spontaneous"
"1_Spontaneous","mm","1","1","1_B","Spontaneous"
"1_Spontaneous","det er det der er jeg dårlig til lige at slappe lidt af","0","1","1_A","Spontaneous"
"1_Spontaneous","ja jeg tror jeg har det med at dele ting altså nogen kan dele fint tag alt hvad jeg har tag mit tøj det ligemeget men andre der er jeg bare sådan helt uh nej xxx ikke xxx haha xxx lad være med at røre ved det sådan","0","1","1_B","Spontaneous"
"1_Spontaneous","ja","1","1","1_A","Spontaneous"
"1_Spontaneous","ja","1","1","1_A","Spontaneous"
"1_Spontaneous","ej nogle gange der kan jeg godt få sådan helt simpelthen så dumt men jeg har svært ved at dele nogle ting","0","1","1_B","Spontaneous"
"1_Spontaneous","ja","1","1","1_A","Spontaneous"
"1_Spontaneous","ja","1","1","1_A","Spontaneous"
"1_Spontaneous","ja sådan nogle åndssvage ting i hvert fald","0","1","1_B","Spontaneous"
"1_Spontaneous","fortæl hinanden om den mærkeligste ting oplevelse I kan huske fra det sted I voksede op","0","1","1_B","Spontaneous"
"1_Spontaneous","mærkeligste ting","0","1","1_B","Spontaneous"
"1_Spontaneous","haha øh jeg har haha jeg har et xxx til min far han xxx meget skør","0","1","1_A","Spontaneous"
"1_Spontaneous","ja den har du","0","1","1_B","Spontaneous"
"1_Spontaneous","mm","1","1","1_B","Spontaneous"
"1_Spontaneous","øh xxx da vi var mindre haha vi er stadig mindre xxx nu mand da var han meget xxx skør det er han stadigvæk","0","1","1_A","Spontaneous"
"1_Spontaneous","mm","1","1","1_B","Spontaneous"
"1_Spontaneous","så kunne han godt finde på at trække sine underhakker helt op i røven og så ud over blusen og så bare rendte rundt og sige (illustrerende lyd) haha efter os xxx hold kæft ja","0","1","1_A","Spontaneous"
"1_Spontaneous","ja","1","1","1_B","Spontaneous"
"1_Spontaneous","ej hvor er det sjovt haha","0","1","1_B","Spontaneous"
"1_Spontaneous","ja er det fandme han er mærkelig","0","1","1_A","Spontaneous"
"1_Spontaneous","fuck han er underlig han er virkelig mærkelig","1","1","1_B","Spontaneous"
"1_Spontaneous","og så xxx rendte vi rundt om huset det gamle hus der var det ikke sådan så tydeligt folk kunne se ind så der var det bare sådan da fes han rundt i haven efter os","0","1","1_A","Spontaneous"
"1_Spontaneous","haha","1","1","1_B","Spontaneous"
"1_Spontaneous","så ja han har altid været tosset i hovedet","0","1","1_A","Spontaneous"
"1_Spontaneous","tosset","1","1","1_B","Spontaneous"
"1_Spontaneous","ja den mærkeligste ting det må nok","0","1","1_B","Spontaneous"
"1_Spontaneous","ej jeg kan slet ikke lige komme på noget der hvor jeg voksede op","0","1","1_B","Spontaneous"
"1_Spontaneous","har de nogle dårlige skøre vaner dine forældre eller dine?","0","1","1_A","Spontaneous"
"1_Spontaneous","nej ikke noget sådan xxx tænker","0","1","1_B","Spontaneous"
"1_Spontaneous","xxx","0","1","1_A","Spontaneous"
"1_Spontaneous","nej okay den mærkeligste ting det var engang nej det ikke sjovt det ikke xxx haha","0","1","1_B","Spontaneous"
"1_Spontaneous","haha","1","1","1_A","Spontaneous"
"1_Spontaneous","jeg kan virkelig ikke huske noget som helst xxx xxx ting jo jeg kan huske","0","1","1_B","Spontaneous"
"1_Spontaneous","der var vi boede i Odense da jeg var øh de første seks år af mit liv hvor vi altid gik forbi en bestemt sø (rømmer sig) og der kan jeg huske at min mor sagde du må aldrig nogensinde bevæge dig ned mod den sø det var sådan en sumpsø sådan en der trækker hun fortalte mig at den trækker hvis du kom for tæt på så vil den spise dig","0","1","1_B","Spontaneous"
"1_Spontaneous","ja","1","1","1_A","Spontaneous"
"1_Spontaneous","og det troede jeg jo på jeg var så lille og selv altså selv da jeg blev sådan kunne forstå selvfølgelig skete det ikke det var bare et farligt område","0","1","1_B","Spontaneous"
"1_Spontaneous","ja","1","1","1_A","Spontaneous"
"1_Spontaneous","så øh så ser jeg det stadig sådan altså så tænker jeg sådan okay nu spiser xxx xxx","0","1","1_B","Spontaneous"
"1_Spontaneous","så det nu xxx xxx","0","1","1_A","Spontaneous"
"1_Spontaneous","det ja det sådan ubehageligt sted jeg kan ikke gå forbi det det en mærkelig oplevelse fordi det selvfølgelig spiser den dig ikke","0","1","1_B","Spontaneous"
"1_Spontaneous","ja ja","1","1","1_A","Spontaneous"
"1_Spontaneous","ja sådan havde jeg det faktisk også med dug så hver gang min mor bare lige sagde sådan duggen falder så blev jeg så bange for jeg vidste ikke hvad det var så jeg gemte mig inde under stuebordet eller inde i mor og fars seng fordi at jeg var bange for hvad det var","0","1","1_A","Spontaneous"
"1_Spontaneous","åh haha","1","1","1_B","Spontaneous"
"1_Spontaneous","duggen falder haha det sjovt","0","1","1_B","Spontaneous"
"1_Spontaneous","ja","1","1","1_A","Spontaneous"
"1_Spontaneous","nå<U+2192> fortæl hinanden om den mærkeligste samtale I nogensinde har overhørt","0","1","1_A","Spontaneous"
"1_Spontaneous","det sgu nogle svære spørgsmål det xxx","0","1","1_B","Spontaneous"
"1_Spontaneous","haha ja","0","1","1_A","Spontaneous"
"1_Spontaneous","øh","0","1","1_B","Spontaneous"
"1_Spontaneous","den mærkeligste samtale xxx har overhørt","0","1","1_A","Spontaneous"
"1_Spontaneous","det kan man næsten ikke huske","0","1","1_A","Spontaneous"
"1_Spontaneous","den mærkelige","0","1","1_B","Spontaneous"
"1_Spontaneous","nej","0","1","1_B","Spontaneous"
"1_Spontaneous","den er faktisk lidt i tvivl om xxx","0","1","1_B","Spontaneous"
"1_Spontaneous","ja","1","1","1_A","Spontaneous"
"1_Spontaneous","mm jeg kan slet ikke komme xxx komme tanke om xxx","0","1","1_A","Spontaneous"
"1_Spontaneous","nej","0","1","1_B","Spontaneous"
"1_Spontaneous","mm mm men når man har overhørt noget der har man jo ikke sådan rigtig eller også fatter man jo ikke hvad de snakker om så det jo ikke mærkeligt for man forstår det ikke","0","1","1_B","Spontaneous"
"1_Spontaneous","nej","0","1","1_A","Spontaneous"
"1_Spontaneous","øh den mærkelige samtale","0","1","1_B","Spontaneous"
"1_Spontaneous","hvor lang tid har vi til det her?","0","1","1_B","Spontaneous"
"1_Spontaneous","xxx xxx ur på","0","1","1_B","Spontaneous"
"1_Spontaneous","xxx","0","1","1_A","Spontaneous"
"1_Spontaneous","fortæl hinanden om den mærkeligste samtale I xxx overhørt","0","1","1_A","Spontaneous"
"1_Spontaneous","det ved jeg ikke","0","1","1_A","Spontaneous"
"1_Spontaneous","det har jo nok været når folk har været fulde eller et eller andet så har man hørt et eller andet skørt","0","1","1_A","Spontaneous"
"1_Spontaneous","ja","0","1","1_B","Spontaneous"
"1_Spontaneous","altså jeg har engang hørt nogen slå op med hinanden overhørt det sådan på gaden og i telefonen hvor der var en der bare altså det var hende pigen der ha jeg jeg så med telefon det var hende der slået op med og man kunne bare høre ham","0","1","1_B","Spontaneous"
"1_Spontaneous","ej","1","1","1_A","Spontaneous"
"1_Spontaneous","please stay seated until the experimentor comes back","0","1","1_B","Spontaneous"
"1_Spontaneous","yes","0","1","1_B","Spontaneous"
"1_Spontaneous","haha yes haha (xxx) (xxx) ja","0","1","1_A","Spontaneous"
"1_Spontaneous","(xxx) det svært egentlig at sige sådan nogle ting haha jeg glæder mig til at se (xxx) se","0","1","1_B","Spontaneous"
"1_Spontaneous","ah","1","1","1_A","Spontaneous"
"1_Spontaneous","ja haha nej det ved jeg det håber jeg da det tror jeg ikke","1","1","1_A","Spontaneous"
"1_Spontaneous","det håber jeg også lidt","1","1","1_B","Spontaneous"
"1_Spontaneous","haha (xxx) bare læg dem ovenpå hinanden så bare se","0","1","1_B","Spontaneous"
"1_Spontaneous","det kunne være meget sjovt at se","0","1","1_A","Spontaneous"
"1_Spontaneous","hvor skidt vi har gjort det (xxx) hvor godt det er jeg tror det godt","0","1","1_A","Spontaneous"
"1_Spontaneous","nej jeg tror ja","0","1","1_B","Spontaneous"
"1_Spontaneous","jeg tror også det er okay","1","1","1_B","Spontaneous"
"1_Spontaneous","det tror jeg når man lige finder de der ting hvor man lige sådan siger du skal hen til g'et og e'et og sådan det kan man lige så ved man det nemmere end hvis man bare siger du skal under der fordi så det sådan lidt hvor stopper jeg henne?","0","1","1_A","Spontaneous"
"1_Spontaneous","ja","1","1","1_B","Spontaneous"
"1_Spontaneous","præcis","1","1","1_B","Spontaneous"
"1_Spontaneous","hvor skal jeg bue henne? Haha","0","1","1_A","Spontaneous"
"1_Spontaneous","(xxx)","0","1","1_B","Spontaneous"
"1_Spontaneous","haha hvor skal jeg bue henne?","1","1","1_B","Spontaneous"
"1_Spontaneous","(xxx) (xxx)","0","1","1_A","Spontaneous"
"1_Spontaneous","ja (xxx) (syngende)","0","1","1_B","Spontaneous"
"1_Spontaneous","haha","0","1","1_A","Spontaneous"
"1_Spontaneous","haha","0","1","1_A","Spontaneous"
"1_Spontaneous","hvad klokken ved du hvad klokken er (xxx)?","0","1","1_A","Spontaneous"
"1_Spontaneous","nej","0","1","1_B","Spontaneous"
"1_Spontaneous","den var kvart i før så havde vi (xxx)","0","1","1_A","Spontaneous"
"1_Spontaneous","nå<U+2197> den er øh den er elleve nu","0","1","1_B","Spontaneous"
"1_Spontaneous","okay (xxx) kvarter","0","1","1_A","Spontaneous"
"1_Spontaneous","(xxx) elleve","0","1","1_B","Spontaneous"
"1_Spontaneous","ja","0","1","1_B","Spontaneous"
"1_Spontaneous","hm","0","1","1_A","Spontaneous"
"1_Spontaneous","haha (xxx) skal ikke gå nogen steder","0","1","1_A","Spontaneous"
"1_Spontaneous","mm","0","1","1_B","Spontaneous"
"1_Spontaneous","please stay seated du må ikke gå nogen steder endnu","0","1","1_B","Spontaneous"
"1_Spontaneous","haha","1","1","1_A","Spontaneous"
"1_Spontaneous","nå<U+2197>","0","1","1_A","Spontaneous"
"1_Spontaneous","hej","0","1","1_A","Spontaneous"
"1_Spontaneous","mm","1","1","1_A","Spontaneous"
"1_Spontaneous","mm","1","1","1_B","Spontaneous"
"1_Spontaneous","(xxx) samme spørgsmålene (xxx)?","0","1","1_B","Spontaneous"
"1_Spontaneous","mm","0","1","1_A","Spontaneous"
"1_Spontaneous","har du kommet i tanke om en mærkelig samtale?","1","1","1_B","Spontaneous"
"1_Spontaneous","mærkelig samtale","0","1","1_A","Spontaneous"
"1_Spontaneous","altså jeg var engang i København hvor det var at øh vi var på klassetur","0","1","1_A","Spontaneous"
"1_Spontaneous","mm","1","1","1_B","Spontaneous"
"1_Spontaneous","og så overhører jeg dengang Mopper fra øh","0","1","1_A","Spontaneous"
"1_Spontaneous","ah haha","1","1","1_B","Spontaneous"
"1_Spontaneous","familien på bryggen?","0","1","1_B","Spontaneous"
"1_Spontaneous","familien på bry- fra bryggen ja","0","1","1_A","Spontaneous"
"1_Spontaneous","hvor det er hun går med Pixie inde i hovedbanegården og så min matematiklærer han kommer gående og han var også blevet filmet haha det er altså sjovt han er også blevet filmet i et program hvor vi ser ham komme gående","0","1","1_A","Spontaneous"
"1_Spontaneous","mm","1","1","1_B","Spontaneous"
"1_Spontaneous","ja","1","1","1_A","Spontaneous"
"1_Spontaneous","hvor at vi så overhører hende sådan snakke med Pixie sådan Pixie kom nu med her kom nu med din lort Pixie og sådan noget det var virkelig det det det tror jeg det det","0","1","1_A","Spontaneous"
"1_Spontaneous","ja","1","1","1_B","Spontaneous"
"1_Spontaneous","ja det var også (xxx) mærkeligt","0","1","1_B","Spontaneous"
"1_Spontaneous","hvor han sådan han sådan vender sig om og siger sådan hov hov skal I forbi (xxx) sådan et eller andet haha fordi at Pixie bare løber ind i ham nærmest ja det v- det øh (xxx)","0","1","1_A","Spontaneous"
"1_Spontaneous","ej","1","1","1_B","Spontaneous"
"1_Spontaneous","okay det faktisk ret sjovt haha","0","1","1_B","Spontaneous"
"1_Spontaneous","ja det øh det nok det sjoveste jeg har prøvet haha nej","0","1","1_A","Spontaneous"
"1_Spontaneous","jeg tror jeg må hjem og finde det afsnit kan du huske det?","0","1","1_B","Spontaneous"
"1_Spontaneous","det er gammel afsnit","0","1","1_A","Spontaneous"
"1_Spontaneous","nå<U+2192>","1","1","1_B","Spontaneous"
"1_Spontaneous","det sådan et kort klip hvor der er at hun render med Pixie (xxx) Hovedbanegården","0","1","1_A","Spontaneous"
"1_Spontaneous","(xxx) hva","0","1","1_B","Spontaneous"
"1_Spontaneous","prøver at se om jeg kan finde det","0","1","1_A","Spontaneous"
"1_Spontaneous","okay ellers har vi jo egentlig","0","1","1_B","Spontaneous"
"1_Spontaneous","ja vi har været igennem dem","0","1","1_A","Spontaneous"
"1_Spontaneous","ja","1","1","1_B","Spontaneous"
"1_Spontaneous","er der andre ting du er dårlig til?","0","1","1_B","Spontaneous"
"1_Spontaneous","ja","0","1","1_A","Spontaneous"
"1_Spontaneous","så skulle det være sådan noget øh","0","1","1_B","Spontaneous"
"1_Spontaneous","jeg dårlig til at tegne sindssygt dårlig til at tegne","0","1","1_B","Spontaneous"
"1_Spontaneous","det virkelig grimt","0","1","1_B","Spontaneous"
"1_Spontaneous","det jeg også rigtig dårlig til haha det kan jeg ikke finde ud af","0","1","1_A","Spontaneous"
"1_Spontaneous","ja","0","1","1_B","Spontaneous"
"1_Spontaneous","tegne og","0","1","1_A","Spontaneous"
"1_Spontaneous","være filosofisk sådan meget","0","1","1_A","Spontaneous"
"1_Spontaneous","(xxx) generelt at være sådan ja haha","1","1","1_B","Spontaneous"
"1_Spontaneous","det rigtigt","0","1","1_B","Spontaneous"
"1_Spontaneous","sådan noget det er jeg ikke så god til sådan nogen museum (xxx) og sådan noget der er jeg mere","0","1","1_A","Spontaneous"
"1_Spontaneous","nej","0","1","1_B","Spontaneous"
"1_Spontaneous","økonomisk haha","0","1","1_B","Spontaneous"
"1_Spontaneous","praktisk økonomisk praktisk ja","0","1","1_A","Spontaneous"
"1_Spontaneous","ja sådan har jeg det også","0","1","1_B","Spontaneous"
"1_Spontaneous","ja sådan noget kunst det er heller ikke lige mig","0","1","1_B","Spontaneous"
"1_Spontaneous","(xxx) vil hellere i tivoli","0","1","1_A","Spontaneous"
"1_Spontaneous","på (xxx)","0","1","1_A","Spontaneous"
"1_Spontaneous","helt sikkert","1","1","1_B","Spontaneous"
"1_Spontaneous","er der andre superkræfter vi kunne tænke os at have?","0","1","1_A","Spontaneous"
"1_Spontaneous","Spiderman så man bare kan kravle op ad","0","1","1_A","Spontaneous"
"1_Spontaneous","men hvis du kan flyve så det jo (xxx) ligemeget","0","1","1_B","Spontaneous"
"1_Spontaneous","ja men det rigtigt","0","1","1_A","Spontaneous"
"1_Spontaneous","men øh","0","1","1_A","Spontaneous"
"1_Spontaneous","hvad vil du helst?","0","1","1_B","Spontaneous"
"1_Spontaneous","begge dele","0","1","1_A","Spontaneous"
"1_Spontaneous","(xxx) eller flyve?","0","1","1_B","Spontaneous"
