"U_ID","Transcription","Repair","Pair","Interlocutor","Task"
"41_Spontaneous","nei",0,"41","41_B","Spontaneous"
"41_Spontaneous","la oss være ærlig",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja",0,"41","41_B","Spontaneous"
"41_Spontaneous","jeg eh skulle ønske at jeg eh jeg vet ikke men jeg har lyst på en superkraft som jeg kan kan bruke til noe hele tiden for eksempel slippe å spise (xxx) du har du har (xxx)",0,"41","41_A","Spontaneous"
"41_Spontaneous","haha en superkraft der du slipper noe haha",0,"41","41_B","Spontaneous"
"41_Spontaneous","haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","det er jo utrolig tiltrekkende(xxx) bare (xxx) tid til å spise frokost så kan du gjøre det hver morgen gå ut tidlig og bare sånn nå er jeg våken nå kan jeg gå",0,"41","41_A","Spontaneous"
"41_Spontaneous","mm",0,"41","41_B","Spontaneous"
"41_Spontaneous","men tenk hvis hvor mye mer tid du sparer hvis du ikke trenger å sove da sparer du jo ni timer nesten eller åtte eller tolv eller det spørs (xxx)",0,"41","41_B","Spontaneous"
"41_Spontaneous","det er sant",0,"41","41_A","Spontaneous"
"41_Spontaneous","også ligger (xxx) bare venter på at alle jeg kjenner skal stå opp xxx",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja",0,"41","41_B","Spontaneous"
"41_Spontaneous","men tenk så mye du kan gjøre (xxx) da kan du sitte og lese du kan gjøre andre ting eller eller kanskje du kan være superkreft og ikke bli sliten",0,"41","41_B","Spontaneous"
"41_Spontaneous","ja",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja det liker jeg det er mye gøyere fordi at da kan man sove likevel sant hvis man vil på en måte",0,"41","41_A","Spontaneous"
"41_Spontaneous","(suk)",0,"41","41_B","Spontaneous"
"41_Spontaneous","ja for soving er digg ja også kan du være sånn kanskje jeg skal unne meg det ta to timer på øret",0,"41","41_B","Spontaneous"
"41_Spontaneous","det kan være ganske digg",0,"41","41_A","Spontaneous"
"41_Spontaneous","haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","en sjelden gang",0,"41","41_A","Spontaneous"
"41_Spontaneous","mm",0,"41","41_B","Spontaneous"
"41_Spontaneous","ok det hadde også vært fint fordi øh vi går i studie og fordi samfunnet ønsker det og hadde vært supersmart",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm",0,"41","41_A","Spontaneous"
"41_Spontaneous","det hadde vært det hadde gjort ting mye enklere men eg vet ikke jeg tror at jeg trenger (xxx)",0,"41","41_A","Spontaneous"
"41_Spontaneous","det hadde vært veldig fint",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm",0,"41","41_B","Spontaneous"
"41_Spontaneous","ja",0,"41","41_B","Spontaneous"
"41_Spontaneous","men å vært bare sånn superintelligent",0,"41","41_B","Spontaneous"
"41_Spontaneous","å bar- bare vært intelligent",1,"41","41_A","Spontaneous"
"41_Spontaneous","ja ja sånt eh",0,"41","41_B","Spontaneous"
"41_Spontaneous","men jeg er veldig redd for å liksom skal begynne å heve meg over folk bli litt sånn narsissistisk",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja fordi du er enig du er for (xxx)",0,"41","41_B","Spontaneous"
"41_Spontaneous","ja det trigger en del (xxx)",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja haha",0,"41","41_B","Spontaneous"
"41_Spontaneous","jeg trodde bare (xxx) haha ja så kan det være at studiet blir kjedelig hvis vi er hvis man er superintelligent fra før",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm",0,"41","41_A","Spontaneous"
"41_Spontaneous","for det er ikke så krevende ikke så krevende at du trenger å være veldig mye mer intelligent fra før begynne å studere medisin eller noe sånt",0,"41","41_A","Spontaneous"
"41_Spontaneous","nei haha",0,"41","41_B","Spontaneous"
"41_Spontaneous","haha nei",0,"41","41_B","Spontaneous"
"41_Spontaneous","ja haha",0,"41","41_B","Spontaneous"
"41_Spontaneous","det har jeg egentlig ikke noe særlig lyst til",0,"41","41_A","Spontaneous"
"41_Spontaneous","nei",0,"41","41_B","Spontaneous"
"41_Spontaneous","nei jeg tenker vi vi er fornøyd med det vi. Okay men så vi har kokt det ned til å slippe å være sliten?",0,"41","41_B","Spontaneous"
"41_Spontaneous","utrolig svakt",0,"41","41_A","Spontaneous"
"41_Spontaneous","veldig svakt",0,"41","41_B","Spontaneous"
"41_Spontaneous","haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","det haha",0,"41","41_B","Spontaneous"
"41_Spontaneous","men det er jo det eneste man trenger man trenger jo ikke å fly la oss være ærlig",0,"41","41_A","Spontaneous"
"41_Spontaneous","mm",0,"41","41_B","Spontaneous"
"41_Spontaneous","nei",0,"41","41_B","Spontaneous"
"41_Spontaneous","nei",0,"41","41_B","Spontaneous"
"41_Spontaneous","men det virker mer gøy for gøy så vi kan jo ha en praktisk superkreft- kraft og en helt upraktisk men chill and ja nei jeg vet ikke kan prøve å komme på flere",0,"41","41_B","Spontaneous"
"41_Spontaneous","(xxx)",0,"41","41_A","Spontaneous"
"41_Spontaneous","mm",0,"41","41_A","Spontaneous"
"41_Spontaneous","en praktisk",0,"41","41_A","Spontaneous"
"41_Spontaneous","men de er høyest oppe (xxx) også ønske at jeg kunne fikse ting (xxx) fikse ting som ikke funket",0,"41","41_A","Spontaneous"
"41_Spontaneous","mm",0,"41","41_B","Spontaneous"
"41_Spontaneous","ja",0,"41","41_B","Spontaneous"
"41_Spontaneous","Også vært digg å kunne snakke alle språk",0,"41","41_B","Spontaneous"
"41_Spontaneous","det hadde det vært det hadde vært stilig",0,"41","41_A","Spontaneous"
"41_Spontaneous","og bare (klikkelyd) hola que tal (xxx) det blir jo ikke i det hele tatt det men det hadde det hadde jeg satt pris på",0,"41","41_B","Spontaneous"
"41_Spontaneous","haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","men hadde man på en måte da bare snakket uten å tenke over det at det er forskjellige språk for da tror jeg man mister en del hvis det bare er sånn hvis du ikke trenger å ta den oversettingsprosessen i hodet",0,"41","41_A","Spontaneous"
"41_Spontaneous","mm",0,"41","41_B","Spontaneous"
"41_Spontaneous","ja",0,"41","41_B","Spontaneous"
"41_Spontaneous","ja kanskje det for hvis vi setter med oversettingsprosessen i hodet haha så er det greit",0,"41","41_B","Spontaneous"
"41_Spontaneous","haha oversettingsprosessen i hodet",0,"41","41_A","Spontaneous"
"41_Spontaneous","mm okay",0,"41","41_B","Spontaneous"
"41_Spontaneous","folk bare hvordan eh hvordan xxx nei hvordan superkrefter kom dere fram? til nei nå skal du høre eh premisset for denne oversettingsgreien da er at du må haha",0,"41","41_B","Spontaneous"
"41_Spontaneous","haha xxx",0,"41","41_A","Spontaneous"
"41_Spontaneous","haha skikkelig dårlig",0,"41","41_A","Spontaneous"
"41_Spontaneous","mm",0,"41","41_B","Spontaneous"
"41_Spontaneous","eh",0,"41","41_A","Spontaneous"
"41_Spontaneous","men å slippe å for eksempel være kald har jeg også lyst til altså alle de tingene som er problematisk i mitt liv de har jeg lyst til å slippe hele tiden å være kald å være varm å være å slippe å kunne forholde seg til temperatur i det hele tatt hadde vært ganske chill og det er en superkraft det andre slippe å forholde seg til å måtte sove og spise det er kanskje den samme tingen må velge mellom tre",0,"41","41_A","Spontaneous"
"41_Spontaneous","haha",0,"41","41_B","Spontaneous"
"41_Spontaneous","for du har ikke lyst på noe ekstra",0,"41","41_B","Spontaneous"
"41_Spontaneous","haha jeg syns du ja jeg vett du hva jeg er enig superhandy men samtidig jeg føler vi vi tenker bare på ut i fra den lille konteksten vi har nå sånn der åh det hadde bare vært digg å bare sluppe det og det. Hvorfor ikke på en måte gå for å puste under vann liksom? lev som en fisk",0,"41","41_B","Spontaneous"
"41_Spontaneous","xxx",0,"41","41_A","Spontaneous"
"41_Spontaneous","jo som hadde vært chill men når trenger du det og så er det bare du som kan det ingen andre som kan det bare du",0,"41","41_A","Spontaneous"
"41_Spontaneous","haha",0,"41","41_B","Spontaneous"
"41_Spontaneous","men det er det som er så kult haha",0,"41","41_B","Spontaneous"
"41_Spontaneous","det er sant men hvis du hadde slippet å spise og sove resten av livet så og være kald eller varm herregud hvor du bare hadde det bra uansett du kunne dratt på ferie hvor som helst i hele verden du trenger ikke å finne et sted å sove en gang du kan bare ligge ned på bakken det gjør ingenting du trenger ikke å spise du trenger ikke å xxx noen ting",0,"41","41_A","Spontaneous"
"41_Spontaneous","mm",0,"41","41_B","Spontaneous"
"41_Spontaneous","ja",0,"41","41_B","Spontaneous"
"41_Spontaneous","men er ikke det litt av det eller jeg føler også at vi vi går inn i vi er på vei i feil retning hvis vi aldri skal være sliten hvis og aldri skal være kald eller varm dette her er viktige ting å utsettes for",0,"41","41_B","Spontaneous"
"41_Spontaneous","xxx",0,"41","41_A","Spontaneous"
"41_Spontaneous","okay så hvis xxx eh føle temperatur og bli sulten etc på kommando? nå xxx noensinne til å være sånn xxx sulten jeg skal være sykt sulten xxx",1,"41","41_A","Spontaneous"
"41_Spontaneous","nei",0,"41","41_B","Spontaneous"
"41_Spontaneous","men xxx viktige xxx spekteret i livet jeg gleder meg til de skal se filmen her på nytt og sånn her det her var ikke det vi ville dere skulle si",0,"41","41_B","Spontaneous"
"41_Spontaneous","(suk)",0,"41","41_A","Spontaneous"
"41_Spontaneous","haha og slo ut så fatalt dårlig å fuck",0,"41","41_A","Spontaneous"
"41_Spontaneous","okay men eh okay men vi skulle jo bli enig eh",0,"41","41_B","Spontaneous"
"41_Spontaneous","det står jo det okay vær så god xxx",0,"41","41_A","Spontaneous"
"41_Spontaneous","mm",0,"41","41_B","Spontaneous"
"41_Spontaneous","men så kanskje kanskje vi idag kunne ha tatt en hver? Hvilken vil du ta av dine to praktiske? haha jo",0,"41","41_B","Spontaneous"
"41_Spontaneous","greit",0,"41","41_A","Spontaneous"
"41_Spontaneous","tror ikke det er det det egentlig er å være enig men greit jeg velger i så fall at jeg aldri vil bli for jeg blir liksom aldri kald og varm men jeg eh trenger disse superkreftene mye mer når jeg for eksempel skal bo i et veldig fattig lang et sted veldig lenge helt hypotetisk selvfølgelig sånn India etc men før det og så har jeg jeg er såpass velstående fordi jeg er fra Norge så det gjør liksom ingenting jeg kan jo jeg har altfor mye penger i India uansett hadde jeg sluppet å jobbe på forhånd dette er liksom",0,"41","41_A","Spontaneous"
"41_Spontaneous","haha",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm",0,"41","41_B","Spontaneous"
"41_Spontaneous","xxx åja haha jeg går for det med språk eh ja tenk det kunne interagere med alle xxx verdens eh",0,"41","41_B","Spontaneous"
"41_Spontaneous","du går for det med språk da?",0,"41","41_A","Spontaneous"
"41_Spontaneous","men pleier du å ha problemer med å interagere med folk?",0,"41","41_A","Spontaneous"
"41_Spontaneous","eh ikke i Norge men liksom hvis du skal til et land et helt tilfeldig land i Midtøsten eller i Sør-Amerika eller i ja altså sånn det hadde vært så fint å bare kunne glidd inn eller snakket med lokalbefolkningen eh tenker jeg",0,"41","41_B","Spontaneous"
"41_Spontaneous","jeg føler at det ikke er så stress å ja bare lære seg arabisk da eller altså det vil jo åpenbart xxx stress jeg kan ikke men xxx",0,"41","41_A","Spontaneous"
"41_Spontaneous","haha det er stress å være litt kald og varm men det å lære seg arabisk det er ikke noe big deal",0,"41","41_B","Spontaneous"
"41_Spontaneous","la oss være ærlig det hadde gått så fint det er bare å prøve veldig hardt eh også hadde jo sikkert øvd litt du lærer noen fraser før du går ned dit også xxx og da kan du på en måte si sånn hei hvordan går det med deg skal vi møtes ja haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja men nei",0,"41","41_B","Spontaneous"
"41_Spontaneous","også svarer dem med ett eller annet og så sier jeg sånn det står ikke i Lonely Planet sin eh fraserbook eh",0,"41","41_B","Spontaneous"
"41_Spontaneous","eh nei men vet du hva da jeg tviholder på det med språk altså jeg nekter å gi meg ja du kan få xxx",0,"41","41_B","Spontaneous"
"41_Spontaneous","ja eh deg om det eh jeg mener at det ikke hadde vært en utfordring i det hele tatt så det er bare å lære seg",0,"41","41_A","Spontaneous"
"41_Spontaneous","haha okay korttenkt vet du hva hvis dette her går i oppfyllelse kommer du til å angre så sykt på det du har xxx",0,"41","41_B","Spontaneous"
"41_Spontaneous","ah okay",0,"41","41_A","Spontaneous"
"41_Spontaneous","det er sant haha jeg kommer til å angre så enormt",0,"41","41_A","Spontaneous"
"41_Spontaneous","Men når skal du bruke det i hverdagen da? du kan jo bare altså i hverdagen ikke i hverdagen i når du drar til et land i Midtøsten eller noe tilsvarende for da kan du bare briefe med det så blir det sånn å hun kan snakke alle språk i verden og det er sånn ingen som bryr seg men",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja men se for deg at jeg skal søke på en jobb nå da også skal jeg på asylmottaket for eksempel og snakke med dem på lørdag og da kan de være sånn ja du snakker farsi ja nanana også bare åja fordi du snakker arabisk ja for dere skal gjøre det og dere skal gjøre det og jo og hadde vært så digg og alle jobber du skal søke på så kan du bare sånn ja skal vi se huke av på fransk spansk arabisk",0,"41","41_B","Spontaneous"
"41_Spontaneous","xxx haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","xxx, haha at du kunne jobbet et lite hakk fortere, men eh",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja, haha",0,"41","41_B","Spontaneous"
"41_Spontaneous","ja, for det var nok tempoet det gikk på, men jeg følte at vi gikk for kvalitet",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja, og jeg tenker at så lenge vi liksom treffer, matcher så godt som mulig, så er det det viktigste",0,"41","41_A","Spontaneous"
"41_Spontaneous","ikke sant, at de kommer til å se og være sånn: shit, det er jo historisk hvor overlappende det her er, haha, det håper jeg",0,"41","41_B","Spontaneous"
"41_Spontaneous","haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","jeg håper vi får ekstra poeng for det. Eh, men eh hadde vi tjue minutter? var det det?",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja",0,"41","41_B","Spontaneous"
"41_Spontaneous","tjue?",1,"41","41_B","Spontaneous"
"41_Spontaneous","for det føles ikke sånn, er mitt poeng, haha, det føltes ikke som tjue minutter, men husker at hun sa det på forrige, eh",0,"41","41_A","Spontaneous"
"41_Spontaneous","nei, haha",0,"41","41_B","Spontaneous"
"41_Spontaneous","hva?",0,"41","41_B","Spontaneous"
"41_Spontaneous","så mye tid, jeg synes det var en morsom oppgave da, jeg likte den",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm",0,"41","41_A","Spontaneous"
"41_Spontaneous","haha",0,"41","41_B","Spontaneous"
"41_Spontaneous","jeg eh følte vi fikk det til mye bedre enn aliens-ene det er jo et s- godt utgangspunkt, men altså tipper vi fikk mange færre poeng sånn i forhold til",0,"41","41_A","Spontaneous"
"41_Spontaneous","mm",0,"41","41_B","Spontaneous"
"41_Spontaneous","haha",0,"41","41_B","Spontaneous"
"41_Spontaneous","jeg synes det var så hyggelig at hun sa sånn her: totusen etthundre poeng det er jo kjempefint det, haha",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","kjempefint, da er det utrolig dårlig i forhold til alle andre, men det er kjempefint at dere prøver",0,"41","41_A","Spontaneous"
"41_Spontaneous","men det var jo i Danmark, var det ikke det hun sa?",0,"41","41_A","Spontaneous"
"41_Spontaneous","det var jo i Danmark",0,"41","41_B","Spontaneous"
"41_Spontaneous","helt annen greie, haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","haha",0,"41","41_B","Spontaneous"
"41_Spontaneous","de har jo, de har jo mye mer om romvesen på skolen og sånn der, de kan mye mer om det med romvesen-pest og haha, d- hvordan det der henger sammen, haha (sukk)",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm, haha, alternativt",0,"41","41_A","Spontaneous"
"41_Spontaneous","jeg lurer på, eh gikk hun ut i fem minutter fordi at det egentlig er en del av eksperimentet?",0,"41","41_A","Spontaneous"
"41_Spontaneous","jeg tenkte også det, haha, jeg føler, haha, etter å ha hatt forskningsetikk og sånn selv så er man utrolig sånn der: hva kan de utsette oss for og ikke? haha ah",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm, haha, føler meg iakttatt",0,"41","41_A","Spontaneous"
"41_Spontaneous","haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","nå har vi allerede skrevet under på kontrakt da, det står at dette ikke er farlig, at vi kan trekke oss når som helst",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja",0,"41","41_B","Spontaneous"
"41_Spontaneous","det er sant",0,"41","41_B","Spontaneous"
"41_Spontaneous","men det er jo ikke farlig om det er er en del av eksperimentet, haha, ah",0,"41","41_B","Spontaneous"
"41_Spontaneous","nei, i utgangspunktet burde det ikke være det i alle fall",0,"41","41_A","Spontaneous"
"41_Spontaneous","nei",0,"41","41_B","Spontaneous"
"41_Spontaneous","åh, jeg er trøtt i dag",0,"41","41_B","Spontaneous"
"41_Spontaneous","det er mandag?",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja, jeg tror det",0,"41","41_B","Spontaneous"
"41_Spontaneous","det gir mening",0,"41","41_A","Spontaneous"
"41_Spontaneous","amongst other reasons, eh nei, bare d- mandag faktisk, ja, jeg tenkte sånn: kanskje jeg la meg sent, men nei",0,"41","41_B","Spontaneous"
"41_Spontaneous","ok, haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","men du gjorde ikke det?",1,"41","41_A","Spontaneous"
"41_Spontaneous","ett, det er ikke så sent, nei",0,"41","41_B","Spontaneous"
"41_Spontaneous","sant",0,"41","41_A","Spontaneous"
"41_Spontaneous","bra helg?",0,"41","41_B","Spontaneous"
"41_Spontaneous","det, eh jeg var på øving lørdag og søndag, og eh",0,"41","41_A","Spontaneous"
"41_Spontaneous","xxx?",0,"41","41_B","Spontaneous"
"41_Spontaneous","bortsett fra det så eh, var jeg på xxx, jeg synes ikke det var så bra",0,"41","41_A","Spontaneous"
"41_Spontaneous","enig, ikke musikken, men det var veldig morsom stemning, og DJ-ingen etterpå var veldig funny. Det synes jeg var gøy",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja, det var det",0,"41","41_A","Spontaneous"
"41_Spontaneous","morsom stemning",0,"41","41_A","Spontaneous"
"41_Spontaneous","haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","funny?",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja det var, jo men det var gøy, det var veldig dansbar musikk",0,"41","41_B","Spontaneous"
"41_Spontaneous","haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","det var liksom",0,"41","41_A","Spontaneous"
"41_Spontaneous","det var det",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja, jeg og synes det var kjempegøy, og jeg vet ikke",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm",0,"41","41_A","Spontaneous"
"41_Spontaneous","bare trodde du syntes det var morsomt, først og fremst, haha, artig DJ-sett, haha, det er sikkert sant",0,"41","41_A","Spontaneous"
"41_Spontaneous","haha, dansing, haha, jeg vet, haha, jeg vet ikke om det er det man sier i musikkmiljøet da, men eh for meg så er det på en måte humoren på et DJ-sett, kan være veldig, veldig bra, så det var jo",0,"41","41_B","Spontaneous"
"41_Spontaneous","haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","men humor-DJ-sett eh som er bra, er ofte veldig, veldig, veldig bra. Vi hadde eh, vi v- gjorde en konsert på Landmark for et par år siden, og Oskar som er i, i gjengen, han eh eh hadde DJ-et da, på kvelden, så han var fortsatt DJ imens vi andre ryddet, og da var det sånn, han leverte eh bangers som eh diverse artister sin venn, etcetera, eh mye tullelåter, og så kommer det et slags dropp, og så spiller han eh den Justin Bieber-låten, den Where Are You Now? i hvert dropp. Han spiller bare det droppet i alt som finnes av tullelåter. Og det er nok det morsomste humor-DJ-settet jeg har vært på. Det har aldri vært så behagelig å støvsuge noe",0,"41","41_A","Spontaneous"
"41_Spontaneous","ikke sant?",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm",0,"41","41_B","Spontaneous"
"41_Spontaneous","og du så alle som stod der bare",0,"41","41_B","Spontaneous"
"41_Spontaneous","wow",0,"41","41_B","Spontaneous"
"41_Spontaneous","wow",0,"41","41_A","Spontaneous"
"41_Spontaneous","vit det, det droppet funker til alt",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja, shit, eh det her skal jeg ta videre med meg når jeg skal tipse andre DJ-er og bare sånn: du, hvis jeg bare kan tip- tipse deg om en ting, eh det droppet til Justin Bieber, haha, mm, jeg kan skåre poeng i det her tror jeg, mm",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm, haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","mm",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja haha, tipse humor-DJ-sett",0,"41","41_A","Spontaneous"
"41_Spontaneous","haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","ja, ja, DJ-poeng holdt jeg på å si, humor-poeng",0,"41","41_A","Spontaneous"
"41_Spontaneous","men eh",0,"41","41_B","Spontaneous"
"41_Spontaneous","ja",0,"41","41_B","Spontaneous"
"41_Spontaneous","eh begge deler sikkert, men det er jo de som skal skåre humor-poengene, jeg skal bare videreformidle, gjøre verden til et bedre sted, men også, jeg følte at xxx liksom",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm",0,"41","41_A","Spontaneous"
"41_Spontaneous","det er sant, haha",0,"41","41_A","Spontaneous"
"41_Spontaneous","musikk det er gøy å høre på, eller de gjør seg godt på opptak, men de er ikke s- nødvendigvis sånn type musikk som gjør seg kjempegodt live? Jeg vet ikke, jeg",0,"41","41_B","Spontaneous"
"41_Spontaneous","mm",0,"41","41_A","Spontaneous"
"41_Spontaneous","nei, eller, det er ikke, det er ikke lørdagsmusikk, men torsdag på Landmark, sikkert hyggelig",0,"41","41_A","Spontaneous"
